_id,title,address,description,link_url,indoor_outdoor,tags,longitude,latitude
42,Village Green Park,925 Albion Road,"Etobicoke's oldest park dating to 1895. It features an outdoor farmer's market, and a flea market held by Lion's Club.",https://www.toronto.ca/data/parks/prd/facilities/complex/2734/index.html,Outdoor,"etobicoke,park,oldest,1895,lion,outdoor,market,flea,farmer,club",-79.56357002,43.73563544
43,Albion Gardens Park,41 Deanlea Court,"A park on the East Humber River that includes tennis courts, a playground and trails that connect to the West Humber Parkland",https://www.toronto.ca/data/parks/prd/facilities/complex/923/index.html,Outdoor,"park,parkland,playground,west,river,east,trails,tennis,humber,courts",-79.55829731,43.739288
44,Humber Recreational Trail,Alhart Drive and Buckhorn Place,"The Humber Recreational Trail, like many of the other trails and wildlife sanctuaries in Toronto, is home to a variety of plant and tree species important to Indigenous Peoples. Of the many, one in particular, white pine, can be commonly found throughout the Humber Recreational Trail. Aside from the many practical purposes, white pine was a figurative representation of peace to the nations of the Haudenosaunee Confederacy. To the Haudenosaunee Confederacy, white pine represents The Great Law of Peace. White pine's needles grow in clusters of five; the confederacy was originally comprised of five nations, and so, the Peacemaker's decision to choose white pine to symbolize unity was based out of that human to non-human relation. Indigenous knowledge often intertwines what is found naturally, into something that is found in teachable moments; in short Indigenous knowledge is very allegorical, and uses abstract ideas of nature to convey practical and sometimes spiritual ideas. Often times this proved to be quite an effective way of improving remembrance and discerning distinct ideas more effectively than by simply reading something and imagining what it could be. What could be found in nature, could be found in us as human beings, us being a part of nature and not separate from it.",,Outdoor,"pine,haudenosaunee,nature,tree,indigenous,wildlife,humber,species,confederacy,beings",-79.55303102,43.73540518
45,Anga's Farm,89 Bankfield Drive,Local favourite farm with apple picking & pumpkin patch. The site was declared the last remaining working farm by Etobicoke City Council on October 6th 1997,http://angasfarm.ca/about-us/,Outdoor,"farm,etobicoke,pumpkin,apple,city,patch,october,1997,local,picking",-79.55370639,43.73257582
46,Franklin Carmichael Art Centre,34 Riverdale Drive,"Former residence of Dr. Agnes Ann Curtin, one of the first female graduates of the Faculty of Medicine at the University of Toronto. She formed a group of visual artists along with Ada Carmichael, widow of Franklin Carmichael (a member of the famed Group of Seven).",http://www.fcag.ca/our-history.html,Unknown,"agnes,ann,artists,curtin,faculty,graduates,carmichael,franklin,ada,widow",-79.5598686,43.73125172
47,Elm Bank House,23 Jason Road,"*Note: Private property. Please observe the house from the street only. A hidden gem that is the oldest home in Etobicoke, dating to 1832. The home is now a private residence.",,Unknown,"etobicoke,residence,house,property,oldest,home,street,private,1832,gem",-79.55786916,43.72904555
48,"19, 32 and 34 Jason Road",,"*Note: Private property. Please observe the houses from the street only. Heritage listed properties that were constructed on the foundations of the old Grubb Farm, which dates back to the 1830s. The homes are now private residences.",,Outdoor,"houses,homes,residences,street,1830s,heritage,property,properties,private,grubb",-79.55813,43.72919
49,Darren de Genova (Mr. Hydde) Artbox,"West Side of Islington Avenue, south of Bergamot Avenue (at entrance to plaza)","The design of this artbox deals with how personal experience forms our identity. The faces sit pieced together side by side, like personalities which make up the parts of our city lives. They rest against each other, but don't interfere with each other. The image is a metaphor for neighbourhood community as it exists in the city.",https://www.artworxto.ca/artwork/unknown-artwork-street-391,Unknown,"artbox,faces,design,personalities,image,identity,neighbourhood,pieced,metaphor,community",-79.55537241,43.71530612
50,2310 Islington Hydro House,2310 Islington Avenue,"*Note: Private property. Please observe the house from the street only. At first glance this appears to be a regular, albeit strangely situated, suburban house on a busy street. However, it's actually a hydro transformer disguised as a home, one of many that can be found throughout Toronto. Many of these were constructed in order to supply electricity to residential areas in a way that was visually appealing to local homeowners. Toronto Hydro has since updated the ways in which it delivers electricity, and no longer constructs these 'hydro homes'. Etobicoke has the highest amount of these still remaining in Toronto.",,Unknown,"residential,toronto,electricity,homes,homeowners,house,transformer,etobicoke,suburban,home",-79.55564746,43.71582215
51,Rexlington Park,30 Bergamot Avenue,"This park features a ball diamond, drinking fountain, two playgrounds, a splash pad, and wading pool.",https://www.toronto.ca/data/parks/prd/facilities/complex/863/index.html,Outdoor,"fountain,pool,park,playgrounds,splash,wading,ball,drinking,diamond,features",-79.55984397,43.71606169
52,Frost Park,2051 Kipling Avenue,A small park on Kipling Avenue north of Rexdale Boulevard that features a children's playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/1949/index.html,Outdoor,"playground,park,kipling,rexdale,boulevard,children,north,avenue,small,features",-79.56706354,43.71366168
53,Toronto Public Library - Rexdale Branch,2243 Kipling Avenue,"This library dates back to the 1950s, when this parcel of land was set aside to construct a new public library. The Kinsman Club of the Humber Valley offered to help purchase books for the children's section, and the branch officially opened in 1959. It underwent further renovations in 1991. One notable feature of this branch is that it offers a small section of material in Gujarati.",https://www.torontopubliclibrary.ca/rexdale/,Indoor,"kinsman,library,valley,humber,club,books,renovations,section,branch,1950s",-79.57344097,43.72612595
54,West Acres Seniors Apartments,Ardobell Road,"*Note: Private property. Please observe the buildings from the street only. The Metropolitan Toronto Housing Corporation was established in 1954 to construct affordable housing for seniors and others who required supportive housing. This group of lowrise buildings on Ardobell Road were the first to be constructed specifically for seniors by this agency in 1957. The development comprises 12 two-storey buildings with apartments on each side, each featuring its own small verandah or balcony.  A plaque on the entrance to Ardobell Road from Hinton Road commemorates the opening of these homes.",,Indoor,"buildings,apartments,housing,toronto,lowrise,metropolitan,homes,ardobell,seniors,street",-79.56983597,43.72559272
55,Kipling Heights Subdivision/66 Fordwich Crescent,66 Fordwich Crescent,"*Note: Private property. Please observe the house from the street only.  This residential area was constructed in the 1950s as the Kipling Heights subdivision. Most of the homes reflect the mid-century modern style that was extremely popular in subdivisions across North America in the 1950s and 1960s. These homes were built featuring many of the most modern conveniences available at the time, such as refrigerators and electric stoves, and used building material that had previously been restricted during the war, like steel and aluminum. This home at 66 Fordwich Crescent was built as a model home for the Kipling Heights subdivision and was referred to in advertisements as 'The Cambrian', featuring a 'dramatic tri-level house' with furnishings supplied by Simpson's department store.",,Indoor,"homes,fordwich,residential,1960s,cambrian,house,crescent,kipling,building,1950s",-79.5668619,43.72568356
